efta,justice_gov_url,dataset,original_size,scan_size,diff_bytes,diff_pct,content_type,ocr_text
EFTA00084880,https://www.justice.gov/epstein/files/DataSet%209/EFTA00084880.pdf,9,236784,236840,56,0.02,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00084880&efta_number=EFTA00084880
EFTA00650819,https://www.justice.gov/epstein/files/DataSet%209/EFTA00650819.pdf,9,45543,45487,-56,-0.12,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00650819&efta_number=EFTA00650819
EFTA00705608,https://www.justice.gov/epstein/files/DataSet%209/EFTA00705608.pdf,9,50773,50717,-56,-0.11,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00705608&efta_number=EFTA00705608
EFTA00919244,https://www.justice.gov/epstein/files/DataSet%209/EFTA00919244.pdf,9,91539,91595,56,0.06,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00919244&efta_number=EFTA00919244
EFTA00999295,https://www.justice.gov/epstein/files/DataSet%209/EFTA00999295.pdf,9,97530,97586,56,0.06,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00999295&efta_number=EFTA00999295
EFTA01006418,https://www.justice.gov/epstein/files/DataSet%209/EFTA01006418.pdf,9,52733,52789,56,0.11,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01006418&efta_number=EFTA01006418
EFTA01021643,https://www.justice.gov/epstein/files/DataSet%209/EFTA01021643.pdf,9,33713,33769,56,0.17,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01021643&efta_number=EFTA01021643
EFTA02096666,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02096666.pdf,10,54566,54510,-56,-0.10,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02096666&efta_number=EFTA02096666
EFTA02597894,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02597894.pdf,11,46285,46229,-56,-0.12,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02597894&efta_number=EFTA02597894
EFTA02728756,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02728756.pdf,11,104886,104830,-56,-0.05,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02728756&efta_number=EFTA02728756
EFTA00319789,https://www.justice.gov/epstein/files/DataSet%209/EFTA00319789.pdf,9,40634,40579,-55,-0.14,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00319789&efta_number=EFTA00319789
EFTA00322338,https://www.justice.gov/epstein/files/DataSet%209/EFTA00322338.pdf,9,21629,21574,-55,-0.25,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00322338&efta_number=EFTA00322338
EFTA00339152,https://www.justice.gov/epstein/files/DataSet%209/EFTA00339152.pdf,9,25011,24956,-55,-0.22,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00339152&efta_number=EFTA00339152
EFTA00447057,https://www.justice.gov/epstein/files/DataSet%209/EFTA00447057.pdf,9,44799,44744,-55,-0.12,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00447057&efta_number=EFTA00447057
EFTA00685776,https://www.justice.gov/epstein/files/DataSet%209/EFTA00685776.pdf,9,17664,17609,-55,-0.31,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00685776&efta_number=EFTA00685776
EFTA00691506,https://www.justice.gov/epstein/files/DataSet%209/EFTA00691506.pdf,9,38217,38162,-55,-0.14,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00691506&efta_number=EFTA00691506
EFTA02182520,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02182520.pdf,10,51075,51020,-55,-0.11,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02182520&efta_number=EFTA02182520
EFTA02453798,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02453798.pdf,11,45158,45103,-55,-0.12,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02453798&efta_number=EFTA02453798
EFTA02591585,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02591585.pdf,11,46187,46132,-55,-0.12,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02591585&efta_number=EFTA02591585
EFTA00483589,https://www.justice.gov/epstein/files/DataSet%209/EFTA00483589.pdf,9,191245,191299,54,0.03,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00483589&efta_number=EFTA00483589
EFTA00626569,https://www.justice.gov/epstein/files/DataSet%209/EFTA00626569.pdf,9,78336,78282,-54,-0.07,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00626569&efta_number=EFTA00626569
EFTA00634708,https://www.justice.gov/epstein/files/DataSet%209/EFTA00634708.pdf,9,50437,50383,-54,-0.11,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00634708&efta_number=EFTA00634708
EFTA00948183,https://www.justice.gov/epstein/files/DataSet%209/EFTA00948183.pdf,9,53691,53637,-54,-0.10,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00948183&efta_number=EFTA00948183
EFTA01142234,https://www.justice.gov/epstein/files/DataSet%209/EFTA01142234.pdf,9,23632,23578,-54,-0.23,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01142234&efta_number=EFTA01142234
EFTA01766906,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01766906.pdf,10,39964,39910,-54,-0.14,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01766906&efta_number=EFTA01766906
EFTA02082096,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02082096.pdf,10,53628,53682,54,0.10,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02082096&efta_number=EFTA02082096
EFTA02084731,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02084731.pdf,10,25247,25193,-54,-0.21,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02084731&efta_number=EFTA02084731
EFTA02099340,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02099340.pdf,10,28956,28902,-54,-0.19,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02099340&efta_number=EFTA02099340
EFTA02145179,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02145179.pdf,10,32267,32213,-54,-0.17,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02145179&efta_number=EFTA02145179
EFTA02183847,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02183847.pdf,10,35135,35081,-54,-0.15,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02183847&efta_number=EFTA02183847
EFTA02729831,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02729831.pdf,11,257271,257217,-54,-0.02,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02729831&efta_number=EFTA02729831
EFTA00059900,https://www.justice.gov/epstein/files/DataSet%209/EFTA00059900.pdf,9,23281,23334,53,0.23,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00059900&efta_number=EFTA00059900
EFTA00912292,https://www.justice.gov/epstein/files/DataSet%209/EFTA00912292.pdf,9,90731,90678,-53,-0.06,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00912292&efta_number=EFTA00912292
EFTA00966975,https://www.justice.gov/epstein/files/DataSet%209/EFTA00966975.pdf,9,78617,78564,-53,-0.07,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00966975&efta_number=EFTA00966975
EFTA00996396,https://www.justice.gov/epstein/files/DataSet%209/EFTA00996396.pdf,9,68219,68272,53,0.08,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00996396&efta_number=EFTA00996396
EFTA01772210,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01772210.pdf,10,45168,45115,-53,-0.12,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01772210&efta_number=EFTA01772210
EFTA01826557,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01826557.pdf,10,44624,44571,-53,-0.12,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01826557&efta_number=EFTA01826557
EFTA02067192,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02067192.pdf,10,12847,12900,53,0.41,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02067192&efta_number=EFTA02067192
EFTA02117374,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02117374.pdf,10,40033,39980,-53,-0.13,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02117374&efta_number=EFTA02117374
EFTA02139707,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02139707.pdf,10,46883,46936,53,0.11,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02139707&efta_number=EFTA02139707
EFTA02199002,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02199002.pdf,10,18953,18900,-53,-0.28,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02199002&efta_number=EFTA02199002
EFTA02257344,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02257344.pdf,11,52523,52470,-53,-0.10,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02257344&efta_number=EFTA02257344
EFTA00060970,https://www.justice.gov/epstein/files/DataSet%209/EFTA00060970.pdf,9,57601,57653,52,0.09,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00060970&efta_number=EFTA00060970
EFTA00435738,https://www.justice.gov/epstein/files/DataSet%209/EFTA00435738.pdf,9,35626,35574,-52,-0.15,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00435738&efta_number=EFTA00435738
EFTA00675522,https://www.justice.gov/epstein/files/DataSet%209/EFTA00675522.pdf,9,37371,37423,52,0.14,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00675522&efta_number=EFTA00675522
EFTA00744109,https://www.justice.gov/epstein/files/DataSet%209/EFTA00744109.pdf,9,80366,80314,-52,-0.06,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00744109&efta_number=EFTA00744109
EFTA01047155,https://www.justice.gov/epstein/files/DataSet%209/EFTA01047155.pdf,9,30959,30907,-52,-0.17,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01047155&efta_number=EFTA01047155
EFTA02162083,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02162083.pdf,10,60919,60867,-52,-0.09,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02162083&efta_number=EFTA02162083
EFTA02525811,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02525811.pdf,11,13242,13190,-52,-0.39,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02525811&efta_number=EFTA02525811
EFTA02551879,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02551879.pdf,11,44788,44736,-52,-0.12,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02551879&efta_number=EFTA02551879
EFTA02575947,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02575947.pdf,11,66123,66071,-52,-0.08,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02575947&efta_number=EFTA02575947
EFTA02728919,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02728919.pdf,11,309068,309016,-52,-0.02,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02728919&efta_number=EFTA02728919
EFTA00060774,https://www.justice.gov/epstein/files/DataSet%209/EFTA00060774.pdf,9,313030,313081,51,0.02,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00060774&efta_number=EFTA00060774
EFTA00410080,https://www.justice.gov/epstein/files/DataSet%209/EFTA00410080.pdf,9,71446,71497,51,0.07,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00410080&efta_number=EFTA00410080
EFTA00457098,https://www.justice.gov/epstein/files/DataSet%209/EFTA00457098.pdf,9,21209,21158,-51,-0.24,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00457098&efta_number=EFTA00457098
EFTA00654010,https://www.justice.gov/epstein/files/DataSet%209/EFTA00654010.pdf,9,68573,68624,51,0.07,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00654010&efta_number=EFTA00654010
EFTA00876637,https://www.justice.gov/epstein/files/DataSet%209/EFTA00876637.pdf,9,79865,79814,-51,-0.06,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00876637&efta_number=EFTA00876637
EFTA01048297,https://www.justice.gov/epstein/files/DataSet%209/EFTA01048297.pdf,9,54553,54502,-51,-0.09,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01048297&efta_number=EFTA01048297
EFTA01659793,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01659793.pdf,10,26770,26821,51,0.19,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01659793&efta_number=EFTA01659793
EFTA01765632,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01765632.pdf,10,128444,128393,-51,-0.04,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01765632&efta_number=EFTA01765632
EFTA01858217,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01858217.pdf,10,63917,63866,-51,-0.08,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01858217&efta_number=EFTA01858217
EFTA01975200,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01975200.pdf,10,118310,118259,-51,-0.04,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01975200&efta_number=EFTA01975200
EFTA00285334,https://www.justice.gov/epstein/files/DataSet%209/EFTA00285334.pdf,9,282195,282245,50,0.02,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00285334&efta_number=EFTA00285334
EFTA00503035,https://www.justice.gov/epstein/files/DataSet%209/EFTA00503035.pdf,9,25720,25670,-50,-0.19,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00503035&efta_number=EFTA00503035
EFTA00733325,https://www.justice.gov/epstein/files/DataSet%209/EFTA00733325.pdf,9,25871,25821,-50,-0.19,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00733325&efta_number=EFTA00733325
EFTA00844044,https://www.justice.gov/epstein/files/DataSet%209/EFTA00844044.pdf,9,29100,29050,-50,-0.17,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00844044&efta_number=EFTA00844044
EFTA01006510,https://www.justice.gov/epstein/files/DataSet%209/EFTA01006510.pdf,9,107933,107983,50,0.05,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01006510&efta_number=EFTA01006510
EFTA02170100,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02170100.pdf,10,67262,67212,-50,-0.07,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02170100&efta_number=EFTA02170100
EFTA02170154,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02170154.pdf,10,35962,35912,-50,-0.14,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02170154&efta_number=EFTA02170154
EFTA02210411,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02210411.pdf,10,211425,211375,-50,-0.02,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02210411&efta_number=EFTA02210411
EFTA02220197,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02220197.pdf,11,120995,121045,50,0.04,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02220197&efta_number=EFTA02220197
EFTA02287117,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02287117.pdf,11,98789,98739,-50,-0.05,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02287117&efta_number=EFTA02287117
EFTA02341349,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02341349.pdf,11,65086,65036,-50,-0.08,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02341349&efta_number=EFTA02341349
EFTA02642615,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02642615.pdf,11,70652,70602,-50,-0.07,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02642615&efta_number=EFTA02642615
EFTA02658372,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02658372.pdf,11,49510,49460,-50,-0.10,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02658372&efta_number=EFTA02658372
EFTA02679157,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02679157.pdf,11,60817,60867,50,0.08,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02679157&efta_number=EFTA02679157
EFTA02728844,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02728844.pdf,11,95605,95655,50,0.05,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02728844&efta_number=EFTA02728844
EFTA02729520,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02729520.pdf,11,188153,188103,-50,-0.03,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02729520&efta_number=EFTA02729520
EFTA00063392,https://www.justice.gov/epstein/files/DataSet%209/EFTA00063392.pdf,9,104492,104541,49,0.05,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00063392&efta_number=EFTA00063392
EFTA00363540,https://www.justice.gov/epstein/files/DataSet%209/EFTA00363540.pdf,9,30825,30874,49,0.16,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00363540&efta_number=EFTA00363540
EFTA00365557,https://www.justice.gov/epstein/files/DataSet%209/EFTA00365557.pdf,9,81299,81348,49,0.06,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00365557&efta_number=EFTA00365557
EFTA00530227,https://www.justice.gov/epstein/files/DataSet%209/EFTA00530227.pdf,9,39915,39964,49,0.12,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00530227&efta_number=EFTA00530227
EFTA00844682,https://www.justice.gov/epstein/files/DataSet%209/EFTA00844682.pdf,9,34800,34751,-49,-0.14,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00844682&efta_number=EFTA00844682
EFTA00910166,https://www.justice.gov/epstein/files/DataSet%209/EFTA00910166.pdf,9,62981,63030,49,0.08,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00910166&efta_number=EFTA00910166
EFTA01778579,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01778579.pdf,10,65555,65506,-49,-0.07,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01778579&efta_number=EFTA01778579
EFTA01914432,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01914432.pdf,10,424363,424314,-49,-0.01,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01914432&efta_number=EFTA01914432
EFTA02020949,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02020949.pdf,10,107262,107213,-49,-0.05,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02020949&efta_number=EFTA02020949
EFTA02205459,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02205459.pdf,10,166177,166128,-49,-0.03,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02205459&efta_number=EFTA02205459
EFTA02728768,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02728768.pdf,11,160401,160352,-49,-0.03,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02728768&efta_number=EFTA02728768
EFTA00061687,https://www.justice.gov/epstein/files/DataSet%209/EFTA00061687.pdf,9,49117,49069,-48,-0.10,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00061687&efta_number=EFTA00061687
EFTA00064006,https://www.justice.gov/epstein/files/DataSet%209/EFTA00064006.pdf,9,219665,219713,48,0.02,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00064006&efta_number=EFTA00064006
EFTA00654647,https://www.justice.gov/epstein/files/DataSet%209/EFTA00654647.pdf,9,14187,14235,48,0.34,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00654647&efta_number=EFTA00654647
EFTA00856109,https://www.justice.gov/epstein/files/DataSet%209/EFTA00856109.pdf,9,106063,106015,-48,-0.05,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00856109&efta_number=EFTA00856109
EFTA00929546,https://www.justice.gov/epstein/files/DataSet%209/EFTA00929546.pdf,9,129646,129694,48,0.04,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00929546&efta_number=EFTA00929546
EFTA02301458,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02301458.pdf,11,64080,64032,-48,-0.07,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02301458&efta_number=EFTA02301458
EFTA02589599,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02589599.pdf,11,120468,120516,48,0.04,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02589599&efta_number=EFTA02589599
EFTA02729079,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02729079.pdf,11,101976,101928,-48,-0.05,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02729079&efta_number=EFTA02729079
EFTA00479992,https://www.justice.gov/epstein/files/DataSet%209/EFTA00479992.pdf,9,182758,182805,47,0.03,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00479992&efta_number=EFTA00479992
EFTA00628765,https://www.justice.gov/epstein/files/DataSet%209/EFTA00628765.pdf,9,44384,44337,-47,-0.11,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00628765&efta_number=EFTA00628765
EFTA00648296,https://www.justice.gov/epstein/files/DataSet%209/EFTA00648296.pdf,9,104098,104051,-47,-0.05,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00648296&efta_number=EFTA00648296
EFTA00667416,https://www.justice.gov/epstein/files/DataSet%209/EFTA00667416.pdf,9,44783,44736,-47,-0.10,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00667416&efta_number=EFTA00667416
EFTA00888050,https://www.justice.gov/epstein/files/DataSet%209/EFTA00888050.pdf,9,76328,76375,47,0.06,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00888050&efta_number=EFTA00888050
EFTA01045886,https://www.justice.gov/epstein/files/DataSet%209/EFTA01045886.pdf,9,108047,108000,-47,-0.04,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01045886&efta_number=EFTA01045886
EFTA02061283,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02061283.pdf,10,56706,56659,-47,-0.08,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02061283&efta_number=EFTA02061283
EFTA02073616,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02073616.pdf,10,64787,64740,-47,-0.07,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02073616&efta_number=EFTA02073616
EFTA02170775,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02170775.pdf,10,181530,181483,-47,-0.03,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02170775&efta_number=EFTA02170775
EFTA02177637,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02177637.pdf,10,38170,38123,-47,-0.12,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02177637&efta_number=EFTA02177637
EFTA02591131,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02591131.pdf,11,46313,46266,-47,-0.10,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02591131&efta_number=EFTA02591131
EFTA00061691,https://www.justice.gov/epstein/files/DataSet%209/EFTA00061691.pdf,9,62058,62012,-46,-0.07,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00061691&efta_number=EFTA00061691
EFTA00338728,https://www.justice.gov/epstein/files/DataSet%209/EFTA00338728.pdf,9,30424,30470,46,0.15,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00338728&efta_number=EFTA00338728
EFTA00479217,https://www.justice.gov/epstein/files/DataSet%209/EFTA00479217.pdf,9,246494,246540,46,0.02,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00479217&efta_number=EFTA00479217
EFTA00671557,https://www.justice.gov/epstein/files/DataSet%209/EFTA00671557.pdf,9,41226,41272,46,0.11,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00671557&efta_number=EFTA00671557
EFTA00884284,https://www.justice.gov/epstein/files/DataSet%209/EFTA00884284.pdf,9,98554,98508,-46,-0.05,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00884284&efta_number=EFTA00884284
EFTA01048764,https://www.justice.gov/epstein/files/DataSet%209/EFTA01048764.pdf,9,30484,30438,-46,-0.15,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01048764&efta_number=EFTA01048764
EFTA02177378,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02177378.pdf,10,21929,21883,-46,-0.21,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02177378&efta_number=EFTA02177378
EFTA02199034,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02199034.pdf,10,58386,58340,-46,-0.08,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02199034&efta_number=EFTA02199034
EFTA02269691,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02269691.pdf,11,72435,72389,-46,-0.06,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02269691&efta_number=EFTA02269691
EFTA02492908,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02492908.pdf,11,46344,46298,-46,-0.10,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02492908&efta_number=EFTA02492908
EFTA00089669,https://www.justice.gov/epstein/files/DataSet%209/EFTA00089669.pdf,9,24938,24893,-45,-0.18,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00089669&efta_number=EFTA00089669
EFTA00158822,https://www.justice.gov/epstein/files/DataSet%209/EFTA00158822.pdf,9,67021,66976,-45,-0.07,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00158822&efta_number=EFTA00158822
EFTA00448993,https://www.justice.gov/epstein/files/DataSet%209/EFTA00448993.pdf,9,46188,46143,-45,-0.10,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00448993&efta_number=EFTA00448993
EFTA00696909,https://www.justice.gov/epstein/files/DataSet%209/EFTA00696909.pdf,9,22124,22079,-45,-0.20,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00696909&efta_number=EFTA00696909
EFTA00779349,https://www.justice.gov/epstein/files/DataSet%209/EFTA00779349.pdf,9,105999,105954,-45,-0.04,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA00779349&efta_number=EFTA00779349
EFTA01039983,https://www.justice.gov/epstein/files/DataSet%209/EFTA01039983.pdf,9,35877,35922,45,0.13,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01039983&efta_number=EFTA01039983
EFTA01047915,https://www.justice.gov/epstein/files/DataSet%209/EFTA01047915.pdf,9,32322,32277,-45,-0.14,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA01047915&efta_number=EFTA01047915
EFTA02075285,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02075285.pdf,10,160131,160086,-45,-0.03,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02075285&efta_number=EFTA02075285
EFTA02105714,https://www.justice.gov/epstein/files/DataSet%2010/EFTA02105714.pdf,10,21716,21761,45,0.21,application/pdf,https://epstein-data.com/full_text_corpus/pages?_search=EFTA02105714&efta_number=EFTA02105714
